id,name,url,updated,output_file_path
0TO5w000000Zao6GAC,Publication Groups,https://domo-support.domo.com/s/topic/0TO5w000000Zao6GAC,2023-04-16 19:35:31.839004,../../raw_kb/category/publication_groups
0TO5w000000Zao3GAC,Plugins For Sharing Domo Content,https://domo-support.domo.com/s/topic/0TO5w000000Zao3GAC,2023-04-16 19:32:47.848411,../../raw_kb/category/plugins_for_sharing_domo_content
0TO5w000000ZkAlGAK,Microsoft Office Add-ins,https://domo-support.domo.com/s/topic/0TO5w000000ZkAlGAK,2023-04-16 19:34:36.841773,../../raw_kb/category/microsoft_office_addins
0TO5w000000ZanSGAS,Data Literacy,https://domo-support.domo.com/s/topic/0TO5w000000ZanSGAS,2023-04-16 19:36:00.503360,../../raw_kb/category/data_literacy
0TO5w000000ZanRGAS,Data Center Overview,https://domo-support.domo.com/s/topic/0TO5w000000ZanRGAS,2023-04-16 19:37:10.126552,../../raw_kb/category/data_center_overview
0TO5w000000ZaoFGAS,Sharing Access To DataSets,https://domo-support.domo.com/s/topic/0TO5w000000ZaoFGAS,2023-04-16 19:37:00.052301,../../raw_kb/category/sharing_access_to_datasets
0TO5w000000Zao2GAC,Personalized Data Permissions (PDP),https://domo-support.domo.com/s/topic/0TO5w000000Zao2GAC,2023-04-16 19:32:53.000713,../../raw_kb/category/personalized_data_permissions_pdp
0TO5w000000Zan8GAC,AutoML (Machine Learning),https://domo-support.domo.com/s/topic/0TO5w000000Zan8GAC,2023-04-16 19:37:05.397496,../../raw_kb/category/automl_machine_learning
0TO5w000000ZanYGAS,Developer Topics,https://domo-support.domo.com/s/topic/0TO5w000000ZanYGAS,2023-04-16 19:36:38.620473,../../raw_kb/category/developer_topics
0TO5w000000ZaoCGAS,Self-Service Training,https://domo-support.domo.com/s/topic/0TO5w000000ZaoCGAS,2023-04-16 19:33:24.928307,../../raw_kb/category/selfservice_training
0TO5w000000Zao1GAC,Paid Training,https://domo-support.domo.com/s/topic/0TO5w000000Zao1GAC,2023-04-16 19:35:30.472170,../../raw_kb/category/paid_training
0TO5w000000ZaoXGAS,Best Practices Resources,https://domo-support.domo.com/s/topic/0TO5w000000ZaoXGAS,2023-04-16 20:28:32.113121,../../raw_kb/category/best_practices_resources
0TO5w000000ZaoYGAS,Business Users And Adoption Resources,https://domo-support.domo.com/s/topic/0TO5w000000ZaoYGAS,2023-04-16 19:37:08.877036,../../raw_kb/category/business_users_and_adoption_resources
0TO5w000000ZaogGAC,CourseBuilder 1.4,https://domo-support.domo.com/s/topic/0TO5w000000ZaogGAC,2023-04-16 19:35:37.413361,../../raw_kb/category/coursebuilder_14
0TO5w000000Zap7GAC,Onboarding Resources,https://domo-support.domo.com/s/topic/0TO5w000000Zap7GAC,2023-04-16 19:35:16.981664,../../raw_kb/category/onboarding_resources
